date,user,name,text,retweet,favorite,location,Post
2022-04-05 05:57:28+00:00,panda_luvin,twannee,@TheMartiniMedic @Missmarza1 @Kimberl89168413 @EatSleepMask RCTs for masking in Covid are lacking but the Danish an… https://t.co/lLkznFVRlc,0,0,,@TheMartiniMedic @Missmarza1 @Kimberl89168413 @EatSleepMask RCTs for masking in Covid are lacking but the Danish an… https://t.co/lLkznFVRlc
2022-04-05 05:55:46+00:00,Common_Man123,In the Lap of Truth,@AskAnshul cant we put pressure on government for bringing the hindus of pakistan and bangladesh in bharat?? you ca… https://t.co/Snjajw9TSR,0,0,,@AskAnshul cant we put pressure on government for bringing the hindus of pakistan and bangladesh in bharat?? you ca… https://t.co/Snjajw9TSR
2022-04-05 05:55:36+00:00,ImKruttika,Kruttika Aggarwal,"@MODIfiedVikas Why not? If majority are Hindus, then during our festivals such elements like meat should be banned.… https://t.co/Cw7glY9W0u",0,0,"Trivandrum, India","@MODIfiedVikas Why not? If majority are Hindus, then during our festivals such elements like meat should be banned.… https://t.co/Cw7glY9W0u"
2022-04-05 05:55:23+00:00,ME_Label,ME Label,Celebrating 31 years of LRB. Complete catalog is now available on all major streaming platforms &gt;&gt;… https://t.co/9VVPsntqDW,0,0,,Celebrating 31 years of LRB. Complete catalog is now available on all major streaming platforms &gt;&gt;… https://t.co/9VVPsntqDW
2022-04-05 05:55:11+00:00,Tamoghn31136227,Tamoghna,@TORCH__BEARERS @sc_eastbengal @IndSuperLeague @realkashmirfc @ILeagueOfficial Bangladesh theke kono khobor elo ? O… https://t.co/eeDiaQ9q7I,0,0,"Kolkata, India",@TORCH__BEARERS @sc_eastbengal @IndSuperLeague @realkashmirfc @ILeagueOfficial Bangladesh theke kono khobor elo ? O… https://t.co/eeDiaQ9q7I
2022-04-05 05:55:02+00:00,MirShaxia,Shaxia Mir,"https://t.co/Hnvj1X6HOm

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/dVeUtVQA68",0,0,,"https://t.co/Hnvj1X6HOm

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/dVeUtVQA68"
2022-04-05 05:54:39+00:00,_lamiaferdous_,(ia) Pawpsicle⁷ Bee | Hoba's Alien,@baeofbengaltwt @kii_ImFab_bitch From India or Bangladesh? Or somewhere near?,0,0,She/Her,@baeofbengaltwt @kii_ImFab_bitch From India or Bangladesh? Or somewhere near?
2022-04-05 05:54:34+00:00,SABreakingNews,SA Breaking News,Emotional Maharaj revels in victory over Bangladesh: At the end of it all‚ the emotions that come with a match-winn… https://t.co/rlJKOzhFVR,0,2,South Africa,Emotional Maharaj revels in victory over Bangladesh: At the end of it all‚ the emotions that come with a match-winn… https://t.co/rlJKOzhFVR
2022-04-05 05:54:27+00:00,GoonjTV,Goonj,"SAFRICA CRUSH BANGLADESH IN FIRST TEST MATCH
Youtube link https://t.co/kLbiF0TNRG
Goonj TV link… https://t.co/4Jlii4kfl4",0,1,,"SAFRICA CRUSH BANGLADESH IN FIRST TEST MATCH
Youtube link https://t.co/kLbiF0TNRG
Goonj TV link… https://t.co/4Jlii4kfl4"
2022-04-05 05:54:22+00:00,queen23_selfie,selfie queen23,World Test Championship (WTC) Points Table After South Africa’s Win Over Bangladesh In 1st Test | Cricket News https://t.co/5VCVaVUPng,0,0,delhi,World Test Championship (WTC) Points Table After South Africa’s Win Over Bangladesh In 1st Test | Cricket News https://t.co/5VCVaVUPng
2022-04-05 05:54:21+00:00,wwwcurrentnews1,www.currentnewstv.com,World Test Championship (WTC) Points Table After South Africa’s Win Over Bangladesh In 1st Test | Cricket News https://t.co/etz6Vdu8Sv,0,0,India,World Test Championship (WTC) Points Table After South Africa’s Win Over Bangladesh In 1st Test | Cricket News https://t.co/etz6Vdu8Sv
2022-04-05 05:53:45+00:00,900g1e,Mad Profit (PUBG) ❁,@SirKazamJeevi @amitmehra Mere survival with Pakistan &amp; Bangladesh gone from our Sanatan motherland is not somethin… https://t.co/D3MEioZunq,0,0,,@SirKazamJeevi @amitmehra Mere survival with Pakistan &amp; Bangladesh gone from our Sanatan motherland is not somethin… https://t.co/D3MEioZunq
2022-04-05 05:53:05+00:00,SubhashShuklaS2,Subhash Shukla,Did anyone saw a scorecard like #SAvsBAN in the 150 years of #Test #Cricket? Two spinners only used to bowl out… https://t.co/3ec7yBBTuH,0,0,"Mumbai, India",Did anyone saw a scorecard like #SAvsBAN in the 150 years of #Test #Cricket? Two spinners only used to bowl out… https://t.co/3ec7yBBTuH
2022-04-05 05:53:04+00:00,22views_,22Views,Free Enjoy India Vs Bangladesh Live Icc World Cup | Highlights February 19 | P2p Tv Channels Online… https://t.co/NppwaawFwy,0,0,"London, England",Free Enjoy India Vs Bangladesh Live Icc World Cup | Highlights February 19 | P2p Tv Channels Online… https://t.co/NppwaawFwy
2022-04-05 05:53:01+00:00,Common_Man123,In the Lap of Truth,"@AskAnshul sir, the atrocities on hindus in pakistan and bangladesh are not stopping. recently a hindu boy of 15yr… https://t.co/GCagZj873d",0,0,,"@AskAnshul sir, the atrocities on hindus in pakistan and bangladesh are not stopping. recently a hindu boy of 15yr… https://t.co/GCagZj873d"
2022-04-05 05:52:45+00:00,Rishab_Sharma02,RISHABH SHARMA,@Oguzalp1520 @takavic_gene @ParthKul @HSajwanization india is already got divided 3 times. there are three islamic… https://t.co/g7WKpnUKxh,0,0,,@Oguzalp1520 @takavic_gene @ParthKul @HSajwanization india is already got divided 3 times. there are three islamic… https://t.co/g7WKpnUKxh
2022-04-05 05:52:35+00:00,rifat44251607,rifat ara,"https://t.co/kWLpHFOvMS

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/WqJuux4UCO",0,0,,"https://t.co/kWLpHFOvMS

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/WqJuux4UCO"
2022-04-05 05:51:30+00:00,ZamanAshraf,Ashraf Zaman,"#Bangladesh's #SheikhHasina regime continues #Abduction #EnforcedDisappearances despite @USTreasury
#sanction.… https://t.co/WZdjq2QsSu",1,6,"Kowloon, Hong Kong","#Bangladesh's #SheikhHasina regime continues #Abduction #EnforcedDisappearances despite @USTreasury
#sanction.… https://t.co/WZdjq2QsSu"
2022-04-05 05:51:00+00:00,Vonwillebrand88,Abdul Samad,@AndhraManadi hopefully but i still wish india pak and Bangladesh should become like open border countries someday. God willing,0,0,,@AndhraManadi hopefully but i still wish india pak and Bangladesh should become like open border countries someday. God willing
2022-04-05 05:50:12+00:00,Pushpa96372015,Pushpa,"https://t.co/kWqssK4Ueg

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/xzKwznMLSU",0,0,,"https://t.co/kWqssK4Ueg

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/xzKwznMLSU"
2022-04-05 05:50:09+00:00,SurajKu27883463,Suraj Kumar,"It is  unfolding crisis in Pakistan &amp; SriLanka which is forcing countries like Maldives, Nepal &amp; Bangladesh to thin… https://t.co/aqZzeU8fZA",0,0,,"It is  unfolding crisis in Pakistan &amp; SriLanka which is forcing countries like Maldives, Nepal &amp; Bangladesh to thin… https://t.co/aqZzeU8fZA"
2022-04-05 05:50:08+00:00,RanjitJampot,Ranjit Jampot,"SL, Nepal, Pak, Maldives are in deep shit due to unholy relationship with the world biggest dictator country. Next… https://t.co/bNC4LOfsWr",0,0,,"SL, Nepal, Pak, Maldives are in deep shit due to unholy relationship with the world biggest dictator country. Next… https://t.co/bNC4LOfsWr"
2022-04-05 05:49:49+00:00,bongtimes,Bong Times,"Last time there were ""sampoorna muslim kshetra"", india was broken into pakistan and Bangladesh. https://t.co/pWhfjCICou",1,0,Hindustan,"Last time there were ""sampoorna muslim kshetra"", india was broken into pakistan and Bangladesh. https://t.co/pWhfjCICou"
2022-04-05 05:49:24+00:00,info24bd,bnbd24.com,"It's time to look beyond energy sector: Momen to Blinken
https://t.co/VZkZD22luT

#Bangladesh #US #Diplomacy… https://t.co/uQP8kSbUYv",0,0,,"It's time to look beyond energy sector: Momen to Blinken
https://t.co/VZkZD22luT

#Bangladesh #US #Diplomacy… https://t.co/uQP8kSbUYv"
2022-04-05 05:49:23+00:00,katetlay,Khaleel Tetlay,"@MaryamShKhan Yes, questions should be asked. But, ifs and buts will remain. As for Bangladesh, they are moving ahead.",0,0,Pakistan,"@MaryamShKhan Yes, questions should be asked. But, ifs and buts will remain. As for Bangladesh, they are moving ahead."
2022-04-05 05:49:03+00:00,DronaPravin,|| प्रवीण कुमार ||,"@shamim_abdus @navin_nath @AjayHin19583329 @vivekagnihotri Then who has taken Pakistan &amp; Bangladesh?
Islam was neve… https://t.co/B2PNf1DF0d",0,0,RT≠ endorsement #Bihar #Assam,"@shamim_abdus @navin_nath @AjayHin19583329 @vivekagnihotri Then who has taken Pakistan &amp; Bangladesh?
Islam was neve… https://t.co/B2PNf1DF0d"
2022-04-05 05:49:03+00:00,HinduExistence,🛕Upananda Brahmachari 🖊️,"Islamic intolerance is all time high in BD...
Muslim ‘cop’ assaults Hindu woman for wearing bindi in Bangladesh, po… https://t.co/OZfo2qdkWg",0,0,Haridwar,"Islamic intolerance is all time high in BD...
Muslim ‘cop’ assaults Hindu woman for wearing bindi in Bangladesh, po… https://t.co/OZfo2qdkWg"
2022-04-05 05:48:39+00:00,vprakash568,Ved Prakash,"India offered a $1 billion #creditline to Sri Lanka due to the rising economic crisis.  Furthermore, in mid-2021, S… https://t.co/UwSC0ujU3M",0,0,India,"India offered a $1 billion #creditline to Sri Lanka due to the rising economic crisis.  Furthermore, in mid-2021, S… https://t.co/UwSC0ujU3M"
2022-04-05 05:48:31+00:00,Shahida02177465,Shahida Shah,"https://t.co/rchvMPKolx

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/yX93Z0WuRj",0,0,,"https://t.co/rchvMPKolx

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/yX93Z0WuRj"
2022-04-05 05:48:01+00:00,Bharat_LearnAca,Bharat Shah,"@gideonrachman 

Please go and ask this to the victims of Bangladesh genocide (1970/71). 

Criticising India's stan… https://t.co/vNMQnQt2io",0,1,"Milton Keynes, England. 🇬🇧","@gideonrachman 

Please go and ask this to the victims of Bangladesh genocide (1970/71). 

Criticising India's stan… https://t.co/vNMQnQt2io"
2022-04-05 05:47:54+00:00,OsamaBinNoor,Dr. Osama Bin Noor,"This Ramadan, @YOpportunities is organizing a calligraphy competition titled “City Islamic presents In search of Is… https://t.co/ngPD23h52v",0,2,"Dhaka, Bangladesh","This Ramadan, @YOpportunities is organizing a calligraphy competition titled “City Islamic presents In search of Is… https://t.co/ngPD23h52v"
2022-04-05 05:47:51+00:00,kat_gamechanger,Kat Thorne,I’m SO excited to be on my way to London to deliver a Positive Habits session to a group of Government Officials fr… https://t.co/jWCDcG1Rkd,0,0,International,I’m SO excited to be on my way to London to deliver a Positive Habits session to a group of Government Officials fr… https://t.co/jWCDcG1Rkd
2022-04-05 05:47:27+00:00,jewelbh1969,jewel bhuiyan (MD Mahabubul Ahsan Bhuiyan),Full-Moon over the Bay of Bangle in Bangladesh… https://t.co/hPQpfE46GP,0,3,"I live in Dhaka, Bangladesh.",Full-Moon over the Bay of Bangle in Bangladesh… https://t.co/hPQpfE46GP
2022-04-05 05:47:25+00:00,NEWSBLARE1,NEWSBLARE,"India offered a $1 billion #creditline to Sri Lanka due to the rising economic crisis.  Furthermore, in mid-2021, S… https://t.co/E3vFIDswPG",0,0,"New Delhi, India","India offered a $1 billion #creditline to Sri Lanka due to the rising economic crisis.  Furthermore, in mid-2021, S… https://t.co/E3vFIDswPG"
2022-04-05 05:46:40+00:00,kamleshnaik9,kamlesh naik,@Dr_Uditraj @INCIndia Please go and ask what happen to Dalit who stayed in pak and Bangladesh,0,0,,@Dr_Uditraj @INCIndia Please go and ask what happen to Dalit who stayed in pak and Bangladesh
2022-04-05 05:46:34+00:00,KdramaIn,T,@partheticcc Bangladesh 🙄,0,0,,@partheticcc Bangladesh 🙄
2022-04-05 05:46:02+00:00,HindustanTimes,Hindustan Times,"Dhaka cop assaults Hindu woman for wearing Bindi, held; Protests in Bangladesh https://t.co/PHfNWsCeKK",0,2,"New Delhi, India","Dhaka cop assaults Hindu woman for wearing Bindi, held; Protests in Bangladesh https://t.co/PHfNWsCeKK"
2022-04-05 05:45:26+00:00,MaryamShKhan,Maryam S. Khan,"@katetlay Ask Bangladesh about ifs and buts. Questions will continue to be asked about carnage, bloodshed, genocide… https://t.co/DHOb8Q8bWK",0,5,,"@katetlay Ask Bangladesh about ifs and buts. Questions will continue to be asked about carnage, bloodshed, genocide… https://t.co/DHOb8Q8bWK"
2022-04-05 05:45:16+00:00,mizanurk,MizanurKhan,Asian Development Bank has approved a $143 million loan package to support the government of #Bangladesh's efforts… https://t.co/pdhTxBrSE2,0,1,Sweden,Asian Development Bank has approved a $143 million loan package to support the government of #Bangladesh's efforts… https://t.co/pdhTxBrSE2
2022-04-05 05:45:10+00:00,RodrigezSS,Rodrigez,"@_TokenHunter @ArivaCoin @NFTs_Hunt @TokenhunterVc Now cricket is one of most popular game in Asian countries like,… https://t.co/tx3LxWvnwb",0,0,somalia,"@_TokenHunter @ArivaCoin @NFTs_Hunt @TokenhunterVc Now cricket is one of most popular game in Asian countries like,… https://t.co/tx3LxWvnwb"
2022-04-05 05:44:46+00:00,unbnewsroom,UNB - United News of Bangladesh,"Bangladesh-US economic partnership to expedite cooperation, people-to-people ties: Momen
#Bangladesh #USA #Economic… https://t.co/8Qw5UERyrZ",0,0,"Dhaka, Bangladesh","Bangladesh-US economic partnership to expedite cooperation, people-to-people ties: Momen
#Bangladesh #USA #Economic… https://t.co/8Qw5UERyrZ"
2022-04-05 05:44:41+00:00,kumarmanish9,Kumar Manish,"Interesting, diplomacy. 
#Russia is now inviting #Bangladesh students who were not able to complete their higher ed… https://t.co/LDpPkGzP6V",1,2,India,"Interesting, diplomacy. 
#Russia is now inviting #Bangladesh students who were not able to complete their higher ed… https://t.co/LDpPkGzP6V"
2022-04-05 05:43:40+00:00,Nehasharma87451,Nehasharma874575,"https://t.co/iQZBOky04b

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/zTLYXPysys",0,0,,"https://t.co/iQZBOky04b

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/zTLYXPysys"
2022-04-05 05:42:21+00:00,sonia_hoque,Dr Sonia Hoque,‘SafePani’ pilot phase ongoing in #Khulna #Bangladesh. Our professional maintenance service provider rehabilitating… https://t.co/1BrAXkTkxp,0,2,"Oxford, England",‘SafePani’ pilot phase ongoing in #Khulna #Bangladesh. Our professional maintenance service provider rehabilitating… https://t.co/1BrAXkTkxp
2022-04-05 05:41:41+00:00,Defres360,Defence research forum (defres),"Srilankan Army chief , General Shavendra Silv meets foreign diplomats to brief on current situation. Interesting to… https://t.co/4QE1oPwtXq",0,1,,"Srilankan Army chief , General Shavendra Silv meets foreign diplomats to brief on current situation. Interesting to… https://t.co/4QE1oPwtXq"
2022-04-05 05:41:39+00:00,HTAustralia,HT Australia,"a new one in Bangladesh to ensure equal rights for women in inheritance and family property. At the event, they ven… https://t.co/1Xy1egQlRZ",0,2,Australia,"a new one in Bangladesh to ensure equal rights for women in inheritance and family property. At the event, they ven… https://t.co/1Xy1egQlRZ"
2022-04-05 05:41:38+00:00,HTAustralia,HT Australia,"𝐞𝐥𝐢𝐦𝐢𝐧𝐚𝐭𝐞 𝐟𝐫𝐨𝐦 𝐒𝐨𝐜𝐢𝐞𝐭𝐲 𝐰𝐡𝐚𝐭𝐞𝐯𝐞𝐫 𝐫𝐞𝐦𝐚𝐢𝐧𝐬 𝐨𝐟 𝐭𝐡𝐞 𝐑𝐮𝐥𝐢𝐧𝐠𝐬 𝐨𝐟 #𝐈𝐬𝐥𝐚𝐦

On March 10, 2022, #Bangladesh Nari Pragati Sangh… https://t.co/8XoW4vtJ73",1,3,Australia,"𝐞𝐥𝐢𝐦𝐢𝐧𝐚𝐭𝐞 𝐟𝐫𝐨𝐦 𝐒𝐨𝐜𝐢𝐞𝐭𝐲 𝐰𝐡𝐚𝐭𝐞𝐯𝐞𝐫 𝐫𝐞𝐦𝐚𝐢𝐧𝐬 𝐨𝐟 𝐭𝐡𝐞 𝐑𝐮𝐥𝐢𝐧𝐠𝐬 𝐨𝐟 #𝐈𝐬𝐥𝐚𝐦

On March 10, 2022, #Bangladesh Nari Pragati Sangh… https://t.co/8XoW4vtJ73"
2022-04-05 05:41:36+00:00,drausaf,Ausaf Sayeed,After successful deliberations of #GDSdublin H•E. @brophytalks hosted the delegates at Farmleigh House. Joined by… https://t.co/G7pyYltX8O,1,4,"Riyadh, Saudi Arabia",After successful deliberations of #GDSdublin H•E. @brophytalks hosted the delegates at Farmleigh House. Joined by… https://t.co/G7pyYltX8O
2022-04-05 05:41:09+00:00,Litymunshi3,Lity 🇮🇳,Bindi : don't try to make it an ornament. Accept its origin then use. Muslim Women of Bangladesh must accept origin… https://t.co/WehUcrPvBP,0,0,India ,Bindi : don't try to make it an ornament. Accept its origin then use. Muslim Women of Bangladesh must accept origin… https://t.co/WehUcrPvBP
2022-04-05 05:40:57+00:00,KapilCPhaji,Kapil Choudhry,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/ZYv1vtlirO",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/ZYv1vtlirO"
2022-04-05 05:40:54+00:00,AdityaRNarayan,Adityaraj Narayan,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/mHVBWdDSQd",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/mHVBWdDSQd"
2022-04-05 05:40:52+00:00,SunnyPhaji_,Sunny Singh,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/e40FqE827k",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/e40FqE827k"
2022-04-05 05:40:49+00:00,RajuKherKmr,Raju Kher,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/VUEowe9mBl",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/VUEowe9mBl"
2022-04-05 05:40:48+00:00,AjeetPuran,Ajeet Puran,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/WAT7x85fM4",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/WAT7x85fM4"
2022-04-05 05:40:43+00:00,RajputAarya_,Rajput Aarya,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/yv0YwMROrA",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/yv0YwMROrA"
2022-04-05 05:40:41+00:00,SidhuSPhaji,Sidhu Singh,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/64JCB4Ekbt",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/64JCB4Ekbt"
2022-04-05 05:40:39+00:00,RajeshPujari_,Rajesh Pujari,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/DcjEGiDNOW",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/DcjEGiDNOW"
2022-04-05 05:40:35+00:00,AnupamaJammwal,Anupama Jammwal,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/a5gy9AFT3q",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/a5gy9AFT3q"
2022-04-05 05:40:33+00:00,ZafarAGani,Zafar Ahmad Gani,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/Wv2a0Td4s3",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/Wv2a0Td4s3"
2022-04-05 05:40:30+00:00,UmaarFarouq_,Umaar Farouq,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/VoO9eSTKIB",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/VoO9eSTKIB"
2022-04-05 05:40:28+00:00,RehmatAbdullah1,Rehmat Abdullah,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/THzmRCsz55",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/THzmRCsz55"
2022-04-05 05:40:25+00:00,GulaatiSanjay,Sanjay Gulaati,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/ZqyuE7Ycwa",0,0,,"It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldives, Nepal and Bangladesh… https://t.co/ZqyuE7Ycwa"
2022-04-05 05:40:03+00:00,TahaFar65037140,Taha Farooq,"https://t.co/g7sWYJgLoQ

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/4BMRHH7tjO",0,0,,"https://t.co/g7sWYJgLoQ

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/4BMRHH7tjO"
2022-04-05 05:39:27+00:00,unbnewsroom,UNB - United News of Bangladesh,"A fair in Rangamati you can't miss before Boisabi!
#Bangladesh #rangamati #boisabi 
https://t.co/pzcewd3wkU",0,0,"Dhaka, Bangladesh","A fair in Rangamati you can't miss before Boisabi!
#Bangladesh #rangamati #boisabi 
https://t.co/pzcewd3wkU"
2022-04-05 05:39:19+00:00,DograjihpJi,dogra ji,Pakistan and bangladesh https://t.co/e1NjismEBW,0,0,"हिमाचल प्रदेश, भारत",Pakistan and bangladesh https://t.co/e1NjismEBW
2022-04-05 05:38:49+00:00,sakib_39,Sadman Sakib (🇧🇩x🇷🇺),@Tricolour_First @PraveenIN12345 @taslimanasreen There’s a difference. Bangladesh is buying openly and Myanmar is buying secretly.,1,1,"Mymensingh, Bangladesh",@Tricolour_First @PraveenIN12345 @taslimanasreen There’s a difference. Bangladesh is buying openly and Myanmar is buying secretly.
2022-04-05 05:38:46+00:00,ChristianGuy_,Christian Guy 🇺🇦,"Bangladesh I’ve missed you 🙌🏻 We’re visiting @justiceandcare teams across the country, meeting some of the remarkab… https://t.co/QhCRDbBCno",0,9,,"Bangladesh I’ve missed you 🙌🏻 We’re visiting @justiceandcare teams across the country, meeting some of the remarkab… https://t.co/QhCRDbBCno"
2022-04-05 05:38:17+00:00,payrollbanglad1,payrollbangladesh,Payroll Bangladesh provides Remote HR Staffing recruitment services. Our outsourcing services include online staff… https://t.co/sqmwZxHZo8,0,0,"JCX Business Tower, Bashundhar",Payroll Bangladesh provides Remote HR Staffing recruitment services. Our outsourcing services include online staff… https://t.co/sqmwZxHZo8
2022-04-05 05:38:08+00:00,AbisekhSengupt1,Abisekh Sengupta,In Bangladesh one hindu women is being assaulted by cop because she was wearing bindi.. now show this news and prov… https://t.co/kVBQrjTIfD,0,0,,In Bangladesh one hindu women is being assaulted by cop because she was wearing bindi.. now show this news and prov… https://t.co/kVBQrjTIfD
2022-04-05 05:37:07+00:00,ImBikashG,Bikash Ghosh,So true #ConspiracyTheories #Bangladesh https://t.co/k449j21p5f,0,0,India,So true #ConspiracyTheories #Bangladesh https://t.co/k449j21p5f
2022-04-05 05:36:21+00:00,Harouno35800869,Haroun or Rashid,@MAfzalA58488273 Pakistan 🇵🇰 flow Bangladesh 🇧🇩 every time .,0,1,"Dhaka, Bangladesh 🇧🇩 ",@MAfzalA58488273 Pakistan 🇵🇰 flow Bangladesh 🇧🇩 every time .
2022-04-05 05:36:00+00:00,basherkella,Basherkella - বাঁশেরকেল্লা,"Bamboo-made bridge!
Only possible in #Bangladesh. Under the rule of #SheikhHasina. https://t.co/JlohIkk6dM",0,18,Dhaka/London,"Bamboo-made bridge!
Only possible in #Bangladesh. Under the rule of #SheikhHasina. https://t.co/JlohIkk6dM"
2022-04-05 05:35:58+00:00,CricketNDTV,CricketNDTV,"Following their win over Bangladesh in the first Test, South Africa took a 1-0 lead in the two-match series, and al… https://t.co/Omh5QG4IG1",1,2,India,"Following their win over Bangladesh in the first Test, South Africa took a 1-0 lead in the two-match series, and al… https://t.co/Omh5QG4IG1"
2022-04-05 05:35:23+00:00,ZAJoy1,Z A Joy,We mark the 50th anniversary of U.S.-Bangladesh relations and look forward to many more years of working together.… https://t.co/fU8xielvwB,0,0,"Queens, NY",We mark the 50th anniversary of U.S.-Bangladesh relations and look forward to many more years of working together.… https://t.co/fU8xielvwB
2022-04-05 05:35:07+00:00,SeaHawkUpdates,Bird News 🕵🏼‍♂️,"Constable harasses woman professor for wearing bindi in B'desh; held

https://t.co/dqrKFMQ4DY https://t.co/thbXMTp7e9",0,0,,"Constable harasses woman professor for wearing bindi in B'desh; held

https://t.co/dqrKFMQ4DY https://t.co/thbXMTp7e9"
2022-04-05 05:34:59+00:00,Nk77307283Nk,Nk,"@ashoswai Better take workers from Pakistan, Bangladesh, Burma and Afghanistan.",0,0,"Ghotki, Pakistan","@ashoswai Better take workers from Pakistan, Bangladesh, Burma and Afghanistan."
2022-04-05 05:34:42+00:00,FrancaRoiatti,Franca Roiatti,Sahara lost everything in the #fire that ravaged the #Rohingya #refugee camp where she lives. Fires incidents happe… https://t.co/StAuULHAdA,1,1,,Sahara lost everything in the #fire that ravaged the #Rohingya #refugee camp where she lives. Fires incidents happe… https://t.co/StAuULHAdA
2022-04-05 05:34:30+00:00,Rezwan7989,Rezwan,"@albd1971 @POTUS @BDMOFA @usembassydhaka Dear sir, we are  citizen of Bangladesh. So please sir do something for us… https://t.co/qoqbIoZeod",0,0,,"@albd1971 @POTUS @BDMOFA @usembassydhaka Dear sir, we are  citizen of Bangladesh. So please sir do something for us… https://t.co/qoqbIoZeod"
2022-04-05 05:34:25+00:00,624CORE,tara,"@illumiseok it also reminds me of how ppl refer to bangladesh as ""my country"" out of pity... like yes it's the coun… https://t.co/99bJny0TQE",0,0,they/them 17,"@illumiseok it also reminds me of how ppl refer to bangladesh as ""my country"" out of pity... like yes it's the coun… https://t.co/99bJny0TQE"
2022-04-05 05:33:58+00:00,AasimaJan4,Aasima Jan,"https://t.co/rpp25oBgZX

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/PWFsbUnkiW",0,0,,"https://t.co/rpp25oBgZX

It is the unfolding crisis in Pakistan and Sri Lanka which is forcing countries like Maldi… https://t.co/PWFsbUnkiW"
