title,link,channel,views,time_published,snippet,verified_badge,extensions,file_path
Official Trailer: DISTURBED DARK MESSIAH #1 from Opus Comics,https://www.youtube.com/watch?v=MFU0lncc28k,"{'channel_name': 'PREVIEWSworld', 'channel_link': 'https://www.youtube.com/user/PREVIEWSworld'}",246 views,2 months ago,"In the not so distant future, firefighter Griffin DeSanto has found himself a man out of time, stumbling into a harsh world of poverty, ...",,4K,26_05_2022-03_07_37-opus technology-partho.csv
What is an Opus?,https://www.youtube.com/watch?v=y-OPJPXU3do,"{'channel_name': 'Photocentric', 'channel_link': 'https://www.youtube.com/c/Photocentric'}",288 views,7 months ago,Take a look at what happened when Honey Badger joined our set at TCT to discuss our brand new LC Opus printer. Following ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Nike Tech Craft 2.0 - Magista Opus Unboxing,https://www.youtube.com/watch?v=jiio1cFWn1k,"{'channel_name': 'Lovell Soccer', 'channel_link': 'https://www.youtube.com/user/lovellsoccer'}",3.9K views,5 years ago,Jamie takes a closer look into the Magista Opus from Nikes new Tech Craft Pack. Shop Here: ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT C3100 Test/Review = Not so smart 18650 battery cell capacity tester with many flaws,https://www.youtube.com/watch?v=5_4NB_vVp1A,"{'channel_name': 'The Battery Doctor', 'channel_link': 'https://www.youtube.com/c/TheBatteryDoctor'}",2K views,1 year ago,All cells are tested on 500ma. Any other discharge tester you recommend? Want to know where we buy our battery supplies?,,,26_05_2022-03_07_37-opus technology-partho.csv
Women in Technology Recruitment | Opus Talent Solutions,https://www.youtube.com/watch?v=NE_26lhg9js,"{'channel_name': 'Opus Talent Solutions', 'channel_link': 'https://www.youtube.com/channel/UCbLVM22o1mdiBP5bPVom2sw'}",566 views,4 years ago,Two female consultants from Opus Talent Solutions discuss their experiences in technology recruitment.,,,26_05_2022-03_07_37-opus technology-partho.csv
Fate Takes Its Course | Bighnaharta Shree Ganesh - Ep 21 | Full Episode | 23 May 2022,https://www.youtube.com/watch?v=efsxCnin0tE,"{'channel_name': 'Sony AATH', 'channel_link': 'https://www.youtube.com/c/sonyaath'}",26K views,2 days ago,Episode 21: Fate Takes Its Course ------------------ The Gods are worried that Parvati has still not accepted Ganesh as her son.,True,New,26_05_2022-03_07_37-opus technology-partho.csv
ISE 2019: Opus Technologies Features SmartLoop Modeling Software for Hearing Accessibility,https://www.youtube.com/watch?v=UPJpnkHUi5s,"{'channel_name': 'rAVe [PUBS]', 'channel_link': 'https://www.youtube.com/c/ravepubs'}",72 views,3 years ago,ISE 2019: Opus Technologies Features SmartLoop Modeling Software for Hearing Accessibility.,,,26_05_2022-03_07_37-opus technology-partho.csv
"OPUS Grubhub, Doordash, Ubereats...feature",https://www.youtube.com/watch?v=KShjaKl8N1w,"{'channel_name': 'Ben Choi', 'channel_link': 'https://www.youtube.com/user/benchoiusa'}",216 views,2 years ago,OPUS online togo feature.,,,26_05_2022-03_07_37-opus technology-partho.csv
"CFX OPUS- power switch, cable connection, software launch",https://www.youtube.com/watch?v=tiknGSHDSKk,"{'channel_name': 'Janice Nguyen', 'channel_link': 'https://www.youtube.com/user/tramjanennbtram24'}",31 views,7 months ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
"CFX OPUS 96 connection, lid opening",https://www.youtube.com/watch?v=JvhlLxJNoiw,"{'channel_name': 'Janice Nguyen', 'channel_link': 'https://www.youtube.com/user/tramjanennbtram24'}",85 views,5 months ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus by Garrett Thomas,https://www.youtube.com/watch?v=UJznA6Wg39E,"{'channel_name': ""Tannen's Magic"", 'channel_link': 'https://www.youtube.com/c/LouisTannen'}",366 views,2 years ago,Get yours here http://tannens.com/Opus-by-Garrett-Thomas.html.,,,26_05_2022-03_07_37-opus technology-partho.csv
OPUS Mini,https://www.youtube.com/watch?v=g19HE0g-r1Q,"{'channel_name': 'Touch of Life Technologies', 'channel_link': 'https://www.youtube.com/user/ToLTechInc'}",418 views,8 years ago,The OPUS™ Mini from Touch of Life Technologies provides a virtual-reality based medical skills training environment that is ...,,,26_05_2022-03_07_37-opus technology-partho.csv
RAZER OPUS UNBOXING 🎧🍏🍎💞 || #razeropus #shorts,https://www.youtube.com/shorts/p0CzTS5Dm2w,"{'channel_name': 'Bishnu Sharma', 'channel_link': 'https://www.youtube.com/c/BishnuSharma6000'}",322 views,1 year ago,RAZER OPUS UNBOXING || #razeropus #shorts Original Video Link::https://instagram.com/razer?igshid=1nqv0ekdtpf38 ...,,,26_05_2022-03_07_37-opus technology-partho.csv
==WRAGTRACK== OPUS - An unrivalled fencing operation,https://www.youtube.com/watch?v=ySdoLUwQUxY,"{'channel_name': 'WRAG POSTDRIVERS', 'channel_link': 'https://www.youtube.com/channel/UC-yZuifd9xKeSe6gTLVqjpw'}",975 views,8 months ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Food Science & Technology Recruiter | An Introduction to OPUS International (2018),https://www.youtube.com/watch?v=XkmEp-2zK1w,"{'channel_name': 'opusfoodscience', 'channel_link': 'https://www.youtube.com/channel/UCRq2R7LcSoPtGWxtxMWT0og'}",35 views,4 years ago,"A brief introduction to OPUS International, Inc. Executive Recruiters to the Food Science and Technology Industry. Offering ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Opus Discovery + ZX Spectrum system for sale,https://www.youtube.com/watch?v=ReukyJ3--jw,"{'channel_name': 'ByteDelight', 'channel_link': 'https://www.youtube.com/c/ByteDelight'}",712 views,10 years ago,I'm selling this Opus Discovery system on eBay from 10 december 2011.,,,26_05_2022-03_07_37-opus technology-partho.csv
Razer Opus || Unboxing,https://www.youtube.com/watch?v=uAXdDLhSnVE,"{'channel_name': 'Technical World Teaser', 'channel_link': 'https://www.youtube.com/c/TechnicalWorldTeaser'}",131 views,1 year ago,Razer #Unboxing #RazerOpus.,,,26_05_2022-03_07_37-opus technology-partho.csv
Intro to GM Programming,https://www.youtube.com/watch?v=4rRYU0NVM7A,"{'channel_name': 'Opus IVS', 'channel_link': 'https://www.youtube.com/c/AutologicTV'}",32K views,Streamed 2 years ago,Topics Covered: --ACDelco TDS Software Setup --Electronic Control Module Programming and Setup --Airbag Module SRS ...,,,26_05_2022-03_07_37-opus technology-partho.csv
OPUS 01 - The Mathematician,https://www.youtube.com/watch?v=qDBpEYhCoHQ,"{'channel_name': ""The Fisherman's Friend"", 'channel_link': 'https://www.youtube.com/channel/UCYMNR8CXk4mFlgMI6wqECvA'}",1.2K views,10 months ago,"A Tone Poem dedicated to Alejo, son-in-law to The Time-Lord. This composition revolves around a mathematical problem that ...",,,26_05_2022-03_07_37-opus technology-partho.csv
OPUS Digital Handover - 2 - Setting up your OPUS,https://www.youtube.com/watch?v=uhCLIa6azqA,"{'channel_name': 'OPUS Camper', 'channel_link': 'https://www.youtube.com/channel/UCLUycMamZqJlpsjhvPjpVUw'}",6.2K views,1 year ago,This is video number 2 where you will learn how to set-up your OPUS. As part of our effort to offer the best possible experience to ...,,4K,26_05_2022-03_07_37-opus technology-partho.csv
"David VOGT - Urban Opus - People, Data and the Future of Cities",https://www.youtube.com/watch?v=WxWLDMUTinU,"{'channel_name': 'Urban Technology Alliance', 'channel_link': 'https://www.youtube.com/channel/UCH5rBjeqDlGjM42vxqhFeFg'}",8 views,1 year ago,"This presentation by David Vogt, President at Urban Opus was part of the Urban Technology Alliance event: Global Smart City ...",,,26_05_2022-03_07_37-opus technology-partho.csv
OPUS OPLite Launch - Features,https://www.youtube.com/watch?v=wXKk3gGS-Oo,"{'channel_name': 'OPUS Campers Australia', 'channel_link': 'https://www.youtube.com/channel/UChPoYth-MhdHiSEvxhTBnRg'}",14K views,1 year ago,"The OP Lite comes with standard Air OPUS technology that inflates at the touch of a button, tough 4WD capability so you can take ...",,,26_05_2022-03_07_37-opus technology-partho.csv
"SoCalGas RD&D & Opus 12 Present: “Utilization of CO2 Emissions to Make Renewable Fuels & Chemicals""",https://www.youtube.com/watch?v=ZLSltwMp3Vs,"{'channel_name': 'Southern California Gas Company (SoCalGas)', 'channel_link': 'https://www.youtube.com/c/socalgas'}",187 views,11 months ago,"Opus 12, a clean-energy startup with its origins at Stanford University and the prestigious Cyclotron Road program at Lawrence ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Opus Meetup Vol 2,https://www.youtube.com/watch?v=VFz5gMImx9s,"{'channel_name': 'MADWithAZ', 'channel_link': 'https://www.youtube.com/channel/UCPiOewYoVcpGpAkT-JfMLEw'}",35 views,4 years ago,"Peterites meetup in Opus club volume 2. Peterites present - Sarosh, Judy and Ayaz.",,,26_05_2022-03_07_37-opus technology-partho.csv
"Magnum Opus 5.0 5"" Boot at Galls - FX371",https://www.youtube.com/watch?v=mW4x15tRTZ4,"{'channel_name': 'Galls Public Safety', 'channel_link': 'https://www.youtube.com/user/GallsPublicSafety'}",1.4K views,5 years ago,Kurim Protective upper provides high abrasion resistance and protection Net mesh panels are lightweight and breathable with ...,,,26_05_2022-03_07_37-opus technology-partho.csv
ISE 2019: Opus Technologies Adds OP-10SRX UHF Wireless Audio Transmission System for Assistive Liste,https://www.youtube.com/watch?v=y564_6XybqE,"{'channel_name': 'rAVe [PUBS]', 'channel_link': 'https://www.youtube.com/c/ravepubs'}",31 views,3 years ago,ISE 2019: Opus Technologies Adds OP-10SRX UHF Wireless Audio Transmission System for Assistive Listening.,,,26_05_2022-03_07_37-opus technology-partho.csv
ES1 Introduction and Overview,https://www.youtube.com/watch?v=7EO32lUEH5M,"{'channel_name': 'Novar Training', 'channel_link': 'https://www.youtube.com/c/NovarTraining'}",2.6K views,4 years ago,A brief overview of the Novar Edge Server One's details and features. Additional Information: ...,,,26_05_2022-03_07_37-opus technology-partho.csv
OPUS July 2019 update,https://www.youtube.com/watch?v=hdBIp94bNE0,"{'channel_name': 'OPUS4Business', 'channel_link': 'https://www.youtube.com/channel/UC8tCXf3kbLDbQembjSePmpA'}",28 views,1 year ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
reklama studio opus sektile,https://www.youtube.com/watch?v=1wILOEEIjI8,"{'channel_name': 'Angel Petrov', 'channel_link': 'https://www.youtube.com/channel/UCdAQ8PVeLc9AUaDaQdufBAg'}",24 views,4 years ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus Connect Webinar: Challenges and Opportunities for Software and Technology Investments,https://www.youtube.com/watch?v=J04SHQeUTlM,"{'channel_name': 'Opus Connect', 'channel_link': 'https://www.youtube.com/c/OpusConnect'}",647 views,1 year ago,Join us for a timely discussion with prominent deal-makers on private equity investment opportunities and challenges in the ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Incredible Giant Octopus Fishing - How Japan Chef Cutting Giant Octopus And Octopus Processing,https://www.youtube.com/watch?v=TLDHIHan8uY,"{'channel_name': 'Noal Farm', 'channel_link': 'https://www.youtube.com/c/NoalFarm2020'}",5.7M views,1 year ago,"Way Fishermen Catch Giant Octopus in Japan Sea - Giant Octopus Processing Skills to make sashimi If you are the owner, send ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Razer Barracuda X vs Razer Opus,https://www.youtube.com/watch?v=Y3A_sWN2yfo,"{'channel_name': '9k Tech', 'channel_link': 'https://www.youtube.com/channel/UCtq1CLGXF4sODNxbIIWZXpw'}",3.8K views,10 months ago,Thanks for Watching Full Specs Comparison in video Razer Barracuda X Wireless Gaming Headset Razer Opus.,,,26_05_2022-03_07_37-opus technology-partho.csv
100 Years of the OPUS College of Engineering Co-op Program | Marquette University,https://www.youtube.com/watch?v=kaysit2eaR4,"{'channel_name': 'MarquetteU', 'channel_link': 'https://www.youtube.com/user/MarquetteU'}",1K views,2 years ago,Marquette partners with more than 100 leading engineering and technology firms to support its co-op and internship program.,,,26_05_2022-03_07_37-opus technology-partho.csv
"Volutracer OPUS ®, much more than an ultrasound simulator.",https://www.youtube.com/watch?v=3diFwDd2TPg,"{'channel_name': 'Volutracer OPUS', 'channel_link': 'https://www.youtube.com/channel/UCJGnFnbJQBdCYWfyJPEmFuQ'}",433 views,2 years ago,"Volutracer OPUS ® is the latest generation in simulation, you don't need a phantom. Everything that is needed is in portable form.",,,26_05_2022-03_07_37-opus technology-partho.csv
Make sure you are making the most of your Opus with our LC Opus workflow!,https://www.youtube.com/watch?v=tuu6dmTt-0M,"{'channel_name': 'Photocentric', 'channel_link': 'https://www.youtube.com/c/Photocentric'}",180 views,1 month ago,Watch our Industrial LC Opus workflow video to ensure you are making the most of your opus.,,,26_05_2022-03_07_37-opus technology-partho.csv
OPUS Luxury Italian Leather TV Sofa,https://www.youtube.com/watch?v=QmBpyT-zovA,"{'channel_name': 'Galieri Luxury Italian Sofas', 'channel_link': 'https://www.youtube.com/channel/UClHez6X-TUb_EYv3j41u6qA'}",27 views,2 years ago,Comes with the Galieri 10 Year Peace of Mind Warranty. Free 2-man white glove Delivery to room of choice.,,,26_05_2022-03_07_37-opus technology-partho.csv
Now on Kickstarter: Dromo & Opus V2 | Automatic Sapphire Diver And Pilot Watches,https://www.youtube.com/watch?v=qN5sXH8E_GQ,"{'channel_name': 'Best Crowdfunding Projects', 'channel_link': 'https://www.youtube.com/channel/UCBfD4jYeePGv7sTAMcDorCg'}",74 views,2 months ago,Dromo & Opus v2 | Automatic Sapphire Diver and Pilot Watches Vintage inspired diver and flieger with contemporary design.,,,26_05_2022-03_07_37-opus technology-partho.csv
What customers love about Opus,https://www.youtube.com/watch?v=wCXPQ35SQaY,"{'channel_name': 'Opus Training', 'channel_link': 'https://www.youtube.com/channel/UCCfWTMdmxT3LD2gqGshZhAQ'}",10 views,1 year ago,website: www.opus.so twitter: www.twitter.com/get_opus linked in: www.linkedin.com/opus-so.,,4K,26_05_2022-03_07_37-opus technology-partho.csv
Before Opus need pc server,https://www.youtube.com/watch?v=4DPSQP9XamA,"{'channel_name': 'TheNetinfinity', 'channel_link': 'https://www.youtube.com/user/TheNetinfinity'}",12 views,10 years ago,Welcome to Netinfinity Opus studio. Your future web hosting free domain is found here. http://www.netinfinity.info Breaking the all ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Smart opus screen line jumping system,https://www.youtube.com/watch?v=_y4T59Z-PNg,"{'channel_name': 'Amanuel Zewudu', 'channel_link': 'https://www.youtube.com/channel/UChkRPBWDUT7P-BRysDFg7Sw'}",74 views,7 months ago,Smart Opuse LCD Line jumping system.,,,26_05_2022-03_07_37-opus technology-partho.csv
They're Kinda Awesome! Razer OPUS Headphones Review,https://www.youtube.com/watch?v=LMaCsRPSxLw,"{'channel_name': 'Hardware Canucks', 'channel_link': 'https://www.youtube.com/user/HardwareCanucks'}",388K views,2 years ago,The Razer OPUS active noise cancelling headphones are here but this isn't the gaming headset people might expect. These are ...,True,4K,26_05_2022-03_07_37-opus technology-partho.csv
testo 550s Display | Opus T,https://www.youtube.com/watch?v=wLXUTB_6nBM,"{'channel_name': 'OPUS T SDN BHD', 'channel_link': 'https://www.youtube.com/channel/UCTEbL_gHtT1TGj9pkH5Tkzw'}",136 views,1 year ago,Everything at a glance. In your hand. New refrigeration technology from Testo. Contact us for more info : www.opustmy.com ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Top 6 PUBG Mobile Alternatives Free Games For Android & iOS 😍😍 !!,https://www.youtube.com/watch?v=k17LieeAOm8,"{'channel_name': 'Technology Gyan', 'channel_link': 'https://www.youtube.com/c/TechnologyGyan'}",2.4M views,1 year ago,PUBG Mobile Alternatives Games For Android & iOS User : is video mein mene PUBG se milte julte kuch aise hi games bataye ...,True,,26_05_2022-03_07_37-opus technology-partho.csv
#FinalFantasy Opus 14 Pre-release Kit Unboxing,https://www.youtube.com/shorts/G9pTQSQbgh4,"{'channel_name': 'Miabyte', 'channel_link': 'https://www.youtube.com/c/Miabyte'}",1K views,9 months ago,0:00 So shout out to square enix they sent me this final fantasy trading card game opus 14 pre-release kit uh let's crack this open and ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus Panel Application Video,https://www.youtube.com/watch?v=cFyUpseO3t4,"{'channel_name': 'Cassandra R', 'channel_link': 'https://www.youtube.com/channel/UCCBoCPjTMJ2GTjl9Ckb_5lg'}",16 views,4 years ago,'Who is an unsung hero that inspires you?' Video Submission by Cassandra Raul.,,,26_05_2022-03_07_37-opus technology-partho.csv
Members of Opus Dei,https://www.youtube.com/watch?v=-KJPrV2t90Q,"{'channel_name': 'Prelature of Opus Dei', 'channel_link': 'https://www.youtube.com/c/PrelatureofOpusDei'}",72K views,6 years ago,"Who are the members of Opus Dei? How do you join? Different types of members (numerary, supernumerary, etc.)",,CC,26_05_2022-03_07_37-opus technology-partho.csv
"Post Café — Episode 5: Dori Bashan of Opus Post Production, Tel Aviv, Israel",https://www.youtube.com/watch?v=03HhAUNLOyI,"{'channel_name': 'Avid', 'channel_link': 'https://www.youtube.com/c/Avid'}",344 views,8 months ago,"On this episode of the Post Café, we sit down with Dori Bashan, the VP of Technical Development at Opus Post Production in Tel ...",True,,26_05_2022-03_07_37-opus technology-partho.csv
Busy today but Opus Disc and Spectrum 64k working,https://www.youtube.com/watch?v=aqHdhafTS0o,"{'channel_name': 'John Mellor', 'channel_link': 'https://www.youtube.com/c/practice264'}",81 views,9 months ago,Good news. The Spectrum 48k and the Opus Discovery 1 are working. See how much I have forgotten! A video note to update ...,,,26_05_2022-03_07_37-opus technology-partho.csv
"Opus Team Advert (no testimonials), Opus Telecoms, IT & Mobile, Hampshire",https://www.youtube.com/watch?v=gAgMD0wyNbc,"{'channel_name': 'Paula Langley', 'channel_link': 'https://www.youtube.com/user/AbbeyfieldFilms'}",75 views,9 years ago,Put your trust in one of the UK's leading communications providers. With Opus Team you are in safe hands. We have been ...,,,26_05_2022-03_07_37-opus technology-partho.csv
How to establish a VPN connection to access OPUS,https://www.youtube.com/watch?v=4OrnXsVv4Q4,"{'channel_name': 'COMPsmith Technology Services', 'channel_link': 'https://www.youtube.com/user/COMPsm1th'}",11 views,2 years ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Power Spotlight - Opus One Solutions & PowerStream Inc,https://www.youtube.com/watch?v=UfY1fybTEBg,"{'channel_name': 'Opus One Solutions', 'channel_link': 'https://www.youtube.com/channel/UCioJjPzIT3Ppg6JROWYPIKQ'}",1K views,6 years ago,PowerToday interviewed John McClean of PowerStream Inc and Josh Wong of Opus One Solutions at the 2016 Distributech ...,,,26_05_2022-03_07_37-opus technology-partho.csv
testo 550i App | Opus T,https://www.youtube.com/watch?v=C4mEAMHydrc,"{'channel_name': 'OPUS T SDN BHD', 'channel_link': 'https://www.youtube.com/channel/UCTEbL_gHtT1TGj9pkH5Tkzw'}",25 views,1 year ago,Everything at a glance. In your hand. New refrigeration technology from Testo. Contact us for more info : www.opustmy.com ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Alma Opus Plasma RF Fractional Skin Resurfacing (jp/sor),https://www.youtube.com/watch?v=kz3Q9UUR568,"{'channel_name': 'Rock Bottom Lasers', 'channel_link': 'https://www.youtube.com/user/rockbottomlasers'}",471 views,1 year ago,www.rockbottomlasers.com 1-800-794-1097 2020 Alma Opus Plasma RF Fractional Skin Resurfacing; Manufactured 04//05/20; ...,,,26_05_2022-03_07_37-opus technology-partho.csv
testo 550i Highlights | Opus T,https://www.youtube.com/watch?v=mFcYxXRkBX4,"{'channel_name': 'OPUS T SDN BHD', 'channel_link': 'https://www.youtube.com/channel/UCTEbL_gHtT1TGj9pkH5Tkzw'}",48 views,1 year ago,Everything at a glance. In your hand. New refrigeration technology from Testo. Contact us for more info : www.opustmy.com ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Razer Opus X Quartz Edition Unboxing and First Impressions,https://www.youtube.com/watch?v=O-Fo8cGvsLg,"{'channel_name': 'Linux Lounge', 'channel_link': 'https://www.youtube.com/channel/UCeKE6c-kQXm4x_sJQxZPvlg'}",144 views,1 month ago,My New Film Channel!: https://www.youtube.com/channel/UCD6HbzWxoHr77JADSllMwIA Buy Me A Coffee: ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Razer Opus Review | Did Razer ACTUALLY Make Good Headphones?,https://www.youtube.com/watch?v=wia9Zb2gLDA,"{'channel_name': 'Tech Summit', 'channel_link': 'https://www.youtube.com/c/TechSummitTV'}",944 views,1 year ago,"Welcome! I'm glad to be back after just a short break. There's a lot of content coming up, starting with the Razer Opus review.",,4K,26_05_2022-03_07_37-opus technology-partho.csv
Opus photo collection,https://www.youtube.com/shorts/Ayh01cL2O5M,"{'channel_name': 'My World', 'channel_link': 'https://www.youtube.com/c/MyWorld95'}",383 views,1 year ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Your Best Friend's Best Friend's Magnum Opus,https://www.youtube.com/watch?v=DsMmaqZZVZY,"{'channel_name': 'Embryo(Your Best Friend)', 'channel_link': 'https://www.youtube.com/channel/UCLtJ_cN0fvs2wUP4QzlB3FA'}",9 views,2 weeks ago,Would you like to know your best friend's best friend?,,,26_05_2022-03_07_37-opus technology-partho.csv
Razer Opus X - Mercury Edition unboxing,https://www.youtube.com/watch?v=E6YM79g_z3k,"{'channel_name': 'jOVISH', 'channel_link': 'https://www.youtube.com/channel/UCjjlHLWYJZe3MZziujstXUw'}",1.7K views,11 months ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Now on Kickstarter: Dromo & Opus V2 | Automatic Sapphire Diver And Pilot Watches,https://www.youtube.com/watch?v=xK6YPWmWsKk,"{'channel_name': 'Best Crowdfunding Projects', 'channel_link': 'https://www.youtube.com/channel/UCBfD4jYeePGv7sTAMcDorCg'}",135 views,2 months ago,Dromo & Opus v2 | Automatic Sapphire Diver and Pilot Watches Vintage inspired diver and flieger with contemporary design.,,,26_05_2022-03_07_37-opus technology-partho.csv
testo 550i Connectivity | Opus T,https://www.youtube.com/watch?v=Me2XJ8yExaA,"{'channel_name': 'OPUS T SDN BHD', 'channel_link': 'https://www.youtube.com/channel/UCTEbL_gHtT1TGj9pkH5Tkzw'}",45 views,1 year ago,Everything at a glance. In your hand. New refrigeration technology from Testo. Contact us for more info : www.opustmy.com ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Razer Opus X | Instructional Video,https://www.youtube.com/watch?v=c1oKlyKGAzg,"{'channel_name': 'R Λ Z Ξ R', 'channel_link': 'https://www.youtube.com/c/razer'}",23K views,9 months ago,"-- SUBSCRIBE and get hooked up with exclusive content, codes, and giveaways.",True,,26_05_2022-03_07_37-opus technology-partho.csv
YouTube viral video #tiktok #opu_tiktok_video #omletarcade#omletarcade #freefire #trending #opus,https://www.youtube.com/shorts/bMTN4XcGF2Y,"{'channel_name': 'SK☆SHOVO☆330', 'channel_link': 'https://www.youtube.com/channel/UCFCGK8p0hH35PvRagZUrT8A'}",2.5K views,6 months ago,plz sabscraibe my chaneelYouTube viral video.,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus S3 Teaser 3 Happy New Year,https://www.youtube.com/watch?v=s_UCd9k3tO4,"{'channel_name': 'Jivi Mobiles', 'channel_link': 'https://www.youtube.com/c/JiviMobilesofficial'}",373 views,3 years ago,"Looking back, we've had a great year. Going forward we're crafting a more powerful one. Our Crafted Masterpiece launches ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Opus T300 Radio Review | All Features and benefits,https://www.youtube.com/watch?v=lyQYl-irwhY,"{'channel_name': 'LongRangeSystemsUK', 'channel_link': 'https://www.youtube.com/c/LongRangeSystemsUK'}",21 views,6 months ago,OPUS T300 wireless two-way radio under review with a close up of the features and benefits of this 2 way radio. The OPUS T3 ...,,,26_05_2022-03_07_37-opus technology-partho.csv
replacing noisy fan in my Opus BT-C3100,https://www.youtube.com/watch?v=YJMuRkzXkEE,"{'channel_name': 'Leaf Xpack', 'channel_link': 'https://www.youtube.com/c/LeafXpack18650'}",6.6K views,6 years ago,Replacing noisy fan in my Opus BT-C3100 charger and comparing before and after. You can purchase replacement fans from ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus amplification,https://www.youtube.com/watch?v=pT7zev6j5xM,"{'channel_name': 'Jennifer McClenahan', 'channel_link': 'https://www.youtube.com/channel/UCFpTqrtAmnQybqm6J-wsKzw'}",12 views,4 years ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus IVS introduces ScanSafe™,https://www.youtube.com/watch?v=8qU8cjIkMPw,"{'channel_name': 'Autobody News', 'channel_link': 'https://www.youtube.com/channel/UCiGYprBbR1wIKHG-FWxoa9A'}",307 views,1 year ago,"Opus IVS has developed ScanSafe™, an industry-leading diagnostics scanning solution that is fully integrated into CCC ONE® ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Fuente Fuente Opus X Rare Black Unboxing,https://www.youtube.com/shorts/1zbmG4P4UR0,"{'channel_name': 'Regency Cigar', 'channel_link': 'https://www.youtube.com/user/RegencyCigar'}",370 views,8 months ago,An unboxing of the hard to find Fuente Fuente Opus X Rare Black! Thanks For Watching! Team RCE www.RegencyCigar.com ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus TVC Campaign (English version),https://www.youtube.com/watch?v=7HGN429cR-w,"{'channel_name': 'brianfong', 'channel_link': 'https://www.youtube.com/user/brianfong'}",881 views,9 years ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Godfrey opus.,https://www.youtube.com/watch?v=CRqNsVAoZM4,"{'channel_name': ""God's Achesn Chang"", 'channel_link': 'https://www.youtube.com/user/andy12782002'}",18 views,8 years ago,"Opus hTC Zoe ,hTC one ,hTC veido highlight.",,,26_05_2022-03_07_37-opus technology-partho.csv
Ferco Home - Opus Recliner,https://www.youtube.com/watch?v=kDAgywz-l8E,"{'channel_name': 'Ferco Home', 'channel_link': 'https://www.youtube.com/channel/UCI_S0z8ePUP3qCA0o_8ubIQ'}",23 views,6 months ago,Visit our website: www.fercohome.com.,,4K,26_05_2022-03_07_37-opus technology-partho.csv
testo 550s Instrument | Opus T,https://www.youtube.com/watch?v=9EbkrN64Uso,"{'channel_name': 'OPUS T SDN BHD', 'channel_link': 'https://www.youtube.com/channel/UCTEbL_gHtT1TGj9pkH5Tkzw'}",28 views,1 year ago,Everything at a glance. In your hand. New refrigeration technology from Testo. Contact us for more info : www.opustmy.com ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Air OPUS Camper Trailer - Air Beam Torture Test and Repair,https://www.youtube.com/watch?v=RCITtlfOF48,"{'channel_name': 'OPUS Campers Australia', 'channel_link': 'https://www.youtube.com/channel/UChPoYth-MhdHiSEvxhTBnRg'}",10K views,3 years ago,The multi award winning Air OPUS Camper Trailer is a fully inflatable off road camper that sets itself up in seconds at the touch of ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus 2015 A Look Back !!,https://www.youtube.com/watch?v=CEMcQyAmEMA,"{'channel_name': 'De Paul Institute of Science & Technology (DiST) Angamaly', 'channel_link': 'https://www.youtube.com/c/distankamaly'}",354 views,6 years ago,A Look Back !! Opus 2015 Conducted by School of Media & Communication (DiST Angamaly),,,26_05_2022-03_07_37-opus technology-partho.csv
Sage CRM Podcast Series - A session with Opus Xenta - Episode 1,https://www.youtube.com/watch?v=8bXVAMplHJE,"{'channel_name': 'Sage USA', 'channel_link': 'https://www.youtube.com/c/SageUSA'}",14 views,2 months ago,"Across TWO episodes, Jeff Richards and David Beard from the Sage CRM team talk with Bertus Fick, COO of Opux Xenta who are ...",,,26_05_2022-03_07_37-opus technology-partho.csv
URLLC Technology by Optus - Applications for Enterprise & Government,https://www.youtube.com/watch?v=fI8K0e8fc5s,"{'channel_name': 'Optus Enterprise', 'channel_link': 'https://www.youtube.com/c/OptusEnterprise'}",160 views,3 months ago,"Ultra-Reliable Low Latency Communications technology, URLLC in short, is the next wave of 5G capabilities that is going to be a ...",,CC,26_05_2022-03_07_37-opus technology-partho.csv
